review,rating
Perfect for a home office,1
"""I bought this product hoping that Alexa would be pretty well developed and far enough along, therefore expecting her to be responsive. This $100 piece of crap doesnt even know how to respond to a question that amazon themselves told me to ask her. (Echo buttons manual, see Step 3.) The device has potential given it has a big screen, decent sound but for 200 bucks, I would never reccomend it. Even for the $100 I spent, I feel like I got shorted. Oh and lastly, the device is pretty useless without a prime membership. I linked my personal account to it and the thing was literally a decorated bluetooth speaker. I went on the family account (this one) and got it to work minimal. Oh, and even with our prime membership, you have to have a music pass or something that's an extra 3.99 a month, leaving this item a subscription nightmare, and a overpriced, decorated bluetooth speaker in my eyes. I would give it zero stars if I could.""",0
It's alright....,1
I love having an Alexa!,1
Great product at a great price.,1
Although I haven't taken advantage of many of the Echo's features there is one that bothers me. It starts talking even when I haven't said anything even close to the wake up word - ECHO - had to change from Alexa due to a conflict with another device.,0
I owned an echo for overa year but the new lacks the easy way to increase or decrease volume without telling it to increase or decrease volume which is hard to do for my wife since English is her second language she was born in korea. But the sound from the echo is superb. So we?ll keep it..,0
if you don't have an Echo you definitely need one,1
It works great. Better than the previous fire stick!,1
Alexa seems to get dumber and less useful all the time,0
Primarily for music in our bedroom.  I wish the speaker had better fidelity.,1
It?s smaller than the original. Looks nicer too.,1
"""i liked the sound . what is troubling is that I paid extra money to have access to a million more songs. Sometimes it doesn't work. Ex. Alexa play Italian songs&#34; .don't have or don&#34; t understand. or play the opera Tosca, response &#34;sorry I don&#34;t have that.""",1
Easy to set up and start using.. works as advertised.,1
Love it!!!,1
"""Great , love it.""",1
Works great!,1
It don?t show nothing,0
I like the echo plus it's wonderful the least thing I don't like is it doesn't turn off every,1
Bought for my bathroom to listen when I'm in the shower.  Love it.,1
Waste of money over the echo generation 2.  You don?t really get anything more from a video chat on this device then you would on FaceTime or Skype and it does not cycle through your pictures when you put it on slideshow mode it sticks on the first photo and will not leave it no matter what you do I have even looked online to research articles and cannot find a solution.  I have also had problems with this device shutting down and I have not had these problems on any of the other echo devices.  Price difference is just not worth it,0
Love it!! Don?t know what took me so long to get one ? and don?t know why I didn?t get two on Amazon Prime Day!,1
I use it primarily to play music.  It works wonderfully!  Still getting used to some of the many things it will do.  Amazon has sent several tips since I got it. Thanks for all your help!,1
"""Echo Show is said to work with certain apps but,NOT!!! Cozi state works with Echo Show, but the Cozi Family?s doesn?t very well, Amazon needs to go back to drawing board, it would be such a needed piece of technology, but it lacks the essential, please fix. Cost of the Echo Show was  marvelous . Got Echo Show to take on shopping list but that is all so far, adding items to list has long lag, and it not my router being slow, my provider speed is !GB, speed not a problem, but before new items is updated on Cozi is very slow. Help is needed to get it updated to A1 working conditioning.""",0
I am not tec smart enough to make it work at all. Will send it back if I cant get help. My eco dot works just fine. this is too complacated.I just wanted a bigger speaker.,0
Purchased this for the Man cave and loving it.,1
My three year old loves it.  Good for doing basic household tasks.  We're going to add a few smart outlets and bulbs.,1
It?s great but sound quality is very low,1
Is amazing I have all 3 and I love this,1
I bought this to compare the speaker quality to our first generation speaker and i like the sound better.  I will ship this to my daughter though because I like the fact that my first generation has a chargeable base that we bought which keeps it more mobile and she needs a better sound than what she has now.,1
Love that you can use your cell phone to call Echo or Dot. You can also use Echo and Dot as intercoms.,1
I like it and still learning how to use it.,1
"""Great price.  I love my echo dot,""",1
Great,1
This Echo Dot is horrible. The volume on my phone is louder than than this device. My boss has one at this is not the case,0
I love it...... I want to get another one very  very  soon,1
Echo Plus with built-in Hub - Black ...Amazon,1
Works perfect! There?s no difference at all between this refurb one and my new ones that I have in my house. I?ll be buying the refurbs from here on out,1
I love this item and being able to hear any kind of music.  I enjoyed it so much that I ordered another.,1
Love these.  Great in the bathroom to listen to the news during showering.  Or listen to CNN live with Serius SM.,1
It has great sound and very responsive to commands!,1
"""Wonderful, still learning how to use. Had a heck of a time setting it up, but is happened somehow.""",1
"""I'm obsessed with Alexa. She tells me the weather every morning, she can play games (we love the guess the song one!) and the one we have upstairs can turn off our TV downstairs which is so cool because why walk down the stairs if Alexa will do it for you????""",1
"""Still learning it. We have just started integrating the smart devices in our home with the Echo product line. We now have the Show, the Spot, two Dots and a kids Dot. Having trouble getting them to call each other but still working on it.""",1
I love my Dot and am hoping to add a couple more around the apartment. The only reason I didn't give it 5 stars is because I wish the speaker would be just a little better. I know Amazon probably wanted to keep costs down for this item but I really like to play music around the apartment when I am busy doing things so if they would have added a speaker with just a little more wattage and bass response they would have something great to put in the bathroom or kitchen where there might not be a lot of space for a full sized Echo. I would have been willing to pay 10 to 20 dollars more if it had a better speaker. Oh well it is what it is and I still love it. I'm just going to have to find a Bluetooth speaker that sounds good but doesn't take up a whole lot of space.,1
"""I'm amazed at how many movies, tv shows and more is available. I am planning to drop cable service soon and am very happy to know I'll have lots of viewing pleasure with the Fire stick and not pay the outrageous cable bills.""",1
looks great,1
This is a gift.  But I have one and love it.  The words to songs are great and the I live the face I chose for the clock.  This is my favorite echo (unless I am listening to music).,1
I like the volume up and down on the top so I can turn it down quickly.,1
I like being able to watch pretty much anything I want at anytime. Works great!,1
Speaker is better than 1st generation Echo,1
it does everything that it offers.,1
I bought the echo dot while it was on sale for prime day and I was excited when it came in the next day. I set it up immediately and everything worked perfectly fine. The set up was easy and straight forward which I really appreciated because I am terrible with technology. The only reason why I am not satisfied with my purchase is because of the fact that I can't use the Echo Dot for more than 15 minutes without it disconnecting from the internet. I am connected to both 2.4GHZ and 5GHZ wifi links and neither works. It's very frustrating because I am not getting my use out of the Echo Dot and I really wish I could. If any one has had the same problems or has any solution please let me know!,1
The fact that she can help me find my phone when I am at home alone is worth the price of this device,1
Love the fire stick. I can download watch great movies. Instead of searching I use Alexa voice.  Prime doesn't offer very many newer movies is the only negative.I also wished there was a way you could set it up to post newest movies first.,1
"""excellent device , works great, having no problems or concerns""",1
I loved the I can use voice to make a request. I use it for music and movies.,1
I'm addicted to this thing.,1
Works as you?d expect and then some. Also good sound quality considering price (70.00 on sale) and features.,1
Absolutely love it!!!!,1
"""After two weeks I am not sure if I like the ever present Alexa to have a screen as well.  I bought it to be a abay monitor combined with a wifi camera, and that works.  But the screen is always on unless you tell it to turn it off - instead of just a talking cylinder you now have a mini screen that not only talks to you but also writes out everything it says or shows accompanying video.  There is something about only audio that made Alexa different, no I some ways it is a TV that you can talk to.""",0
"""We are still in the discovery phase, but so far we are enjoying the smart home features we have installed.""",1
"""Works great, never had any issues.""",1
as expected,1
I have it in the kitchen. Great for news or music in the a.m. I can video call my daughter and grand kids. I really dig it!,1
"""Works fine, I just realize I don?t need this because I don?t use it.""",0
"""The price is great.  Was having trouble with it hearing me from across a room, but after moving it to another spot, it seems to be working fine.  Will buy some more. Want 1 in every room.""",1
Extremely low in volume,0
I was hoping the cord was white also. Otherwise it is fine.,0
Thumbs up!,1
I love that you can watch Bob Dylan?s movies,1
Still love it,1
Sound is better,1
"""Clear sound, great alarm clock, plays my music.  What else can you ask for.  Oh yeah, you can order what you need.""",1
Expensive but it is a slightly better sound than my Original Echo.,1
"""Honestly it's no different from the Echo dots I already own,  other then occasionally seeing the lyrics to a song I'm listening too i really don't see the difference.""",0
Sounds not great,0
"""This was an impulse buy but turns out I really enjoy my new dot. My grands love requesting songs and playing games. I like listening to my audible selection, keeping up with my to do lists and discovering new Alexa skills. Fun and practical, my echo dot has been a surprisingly welcome addition to my home.""",1
Love this thing works great and kids love it to,1
"""I sent it to my 85 year old Dad, and he talks to it constantly.""",1
I put it on a TV that didn?t have a great picture and it now looks like a new TV,1
"""This makes a big difference in searching for programs, so much easier then the older fire stick, faster to.""",1
I just this for listening to talk radio in the morning and turning lights on and off etc. The system does an excellent job as a full house sound system streaming Sirius.,1
Powerful little stick,1
Dislike the volume. It does not sound loud enough.,1
Really like the availability to get instant music throughout the house.,1
Use way more often than we used our Google Home.,1
I AM COMPLETELY IN LOVE. DOES ABSOLUTELY EVERYTHING AND IS SO AMAZING AND GREAT,1
"""I bought it to go with my security camera system, but it did not perform like I thought it would. It doesn't alert us when someone is at the door. Also, I can't talk to the person at the door through the echo show, only through my cell phone.""",0
"""The sound quality wasn?t great, but it was inexpensive""",0
I have an echo but wanted a dot for my bedroom. It was even easier to set up than my original echo.,1
Great product. More skills are needed. I love it.,1
Upgraded from my lilttle echo dot. Happy with sound,1
"""I jumped on the bandwagon by purchasing an Echo.  I feel like there was a struggle getting connected and then three days later, the device is sharing news and weather.  Now we use it some, but have not tapped in to all options.  Still testing it out.""",0
Fun and useful. We're still learning new tricks and useful functionalities. This is the future of human to computer interface and household automation. Just like Star Trek! Who knew it would be here so soon?,1
Setting up,1
"""This is 1 of 6 echo devices in the house and is currently being deployed as a bedside alarm clock.  I use it basically as an echo dot with a clock attached and may occasionally pull up camera video.  Audio quality and screen quality are really are not appropriate for music or watching video.  Much of the time it works well as alarm clock, but there are some serious flaws, particularly if you are the last one to bed or the first to wake.  It doesn?t seem like the engineers actually tested this in a bedroom with 2 people on different schedules.  Try walking into a dark bedroom with a sleeping wife and waking her up by saying ?Alexa set an alarm for 5am? and then having Alexa repeat ?OK alarm set for 5am.?  Not good.  I suppose you could whisper then fumble for the volume down button but that is stupid.  Plain and simple, this device needs to be brought into the 1990?s and have simple touch screen interface added to set an alarm.  I know there is a cumbersome interface for these situations where one can set an alarm from the alexa app on your phone.  No thanks, if I?m picking up my phone to set an alarm I will just use its built in alarm and save a step.  At least the engineers allow the alarm to be turned off from the touch screen, so for example if you wake up a few minutes early you can cancel the alarm without speaking and waking your spouse.  The interface for using the touch screen to cancel an alarm that has gone off is however not great.  There should be separate snooze and cancel buttons.  Currently a touch snoozes and a swipe cancels.  It is too easy when half awake to snooze when you think you have cancelled.  When the snoozed alarm goes off a few minutes later, my not amused and no longer sleeping wife will let me know by summoning Alexa to turn off the bathroom lights while I?m in the shower.""",0
It's fantastic. Very happy with the purchase.,1
Disappointed,0
I like the hands free operation vs the Tap. We use both for controlling smart plugs.,1
"""Been debating on getting one, but am happy I did! Still more to explore. Thanks!""",1
Plenty of options to choose from!,1
Got this in a pretty good deal during the prime day event. It sounds pretty good and works well so far.,1
Love it! Bought for my granddaughter who is 3 for her to play music and ask questions. She is entertained for hours! Good buy in my honest opinion!,1
Very cool!,1
"""Perfect for kids, adults and everyone in between!!""",1
Still learning all the capabilities...but so far pretty pretty pretty good,1
"""Love the Echo !!! I love the size, material and speaker quality. I have it hooked up to one light easily and will work on additional lights and thermostat. Next is Echo Dot for bedroom. There is a lot more to do with Echo that you think. Traffic, Weather, Trivia, etc.""",1
"""This product currently has two related software flaws that make it completely unusable:1) There is a &#34;card&#34; on the homescreen called &#34;Things To Try&#34; -- it's an ad for other Alexa services you can try. You can turn off all the other homescreen cards, but not this one.2) By default, the homescreen cards &#34;cycle&#34; automatically, which is incredibly annoying. There is a setting where you can opt to have the cards only &#34;cycle once&#34; instead of &#34;cycle continuously&#34;, but critically *this setting does not work*. My unit has been set to &#34;cycle once&#34;, and the cards still continue to cycle all the time. Have rebooted the device, re-set, etc etc.Until these two obvious software issues are fixed, in my opinion the product is useless.""",0
Love it - am using it strictly for music now and it's great!,1
I like when thete nothing to watch on tv I can run to my firestick.,1
Easy to set up and use. Too bad it has to be plugged in. Would be nice to take it outside and operate on battery and recharged.,1
Easy set up,1
Small size works great in our sunroom.,1
Very cool,1
"""There's room for improvement on this. For the price, I cannot complain too much. I can still complain however, the audio is terrible. This is kind of like listening to a speak-n-spell from the 80s.""",1
We have a great time using this as a family. Even my toddler can talk to her . There are a few features I wish it would learn to do  but overall we love it and glad we brought it over the Google home !,1
I love it.,1
Not impressed,0
Great product,1
"""Love it, love it!!!!!!!!""",1
Fun and  information.  No dislikes  so far !! Like the convenience!!,1
"""I have had for only a week, so I am still learning all that Alexa can do.  It is a learning process.  I love the music I can call up any time.  I listen to podcasts and radio stations.  I have just started keeping shopping lists and grocery lists, which I love.  I don?t have to search for paper and pencil.  Getting time and temperature are great, do not have to wait for weather reports.  The sound is good.  I am not fussy about woofers, tweeters, base , etc.  the Echo is fine for me.  This afternoon I am going to try ?dropping in?.on my son when he gets home.  Going to surprise him.""",1
I'm an Echo fan but this one did not work,0
We have so much fun with this!  So easy to use that even my four year old loves talking to Alexa!!,1
PHENOMENAL,1
Very easy to install and am excited to use!,1
Product does not.  Light bar never went orange.  I googled it and reset instructions actually differ from package instructions. I tried both.  Product is defective,0
My husband likes being able to use it to listen to music.  I wish we knew all it's capabilities,1
LOVE LOVE LOVE my new and free assistant!  :),1
Just got my third one. Love them,1
My three year old loves it.  Good for doing basic household tasks.  We're going to add a few smart outlets and bulbs.,1
Great buy. Recommend getting Kodi with some movie addons,1
Echos are great I have a few of them through out our home .  All in voice range to ask a question. Say a command to turn lights on or off. Or my favorite is play music all though the house.,1
"""I love it , using music and turning on and off light""",1
I like that it?s voice activated but it don?t link with any other Bluetooth devices only Alexa devices,1
It works OK. This speaker quality is not much better than my iPhone X. I would spend the extra money to get the full-size echo which has great sound quality.,0
It looked brand nrw!! I have nothing to.complain about!! I will defently be ordering more,1
Awesome product,1
Gift for husband.  Great!,1
I like that it responds every time. It was easy to set up.  I'm still learning what I can do with it. I may like a better speaker more.,1
"""Too soon, I'm still learning what I can do with it.""",1
"""I liked the original Echo. This is the same but shorter and with greater fabric/color choices. I miss the volume ring on top, now it's just the plus/minus buttons. Not a big deal but the ring w as comforting. :) Other than that, well I do like the use of a standard USB charger /port instead of the previous round pin. Other than that, I guess it sounds the same, seems to work the same, still answers to Alexa/Echo/Computer. So what's not to like? :)""",1
"""Refurbish Echo Dot received as new condition, as new packaging, no complaints. Neat little gadget.(Drives my wife nuts!)""",1
I have never been more satisfied with a product. Perfect introduction to Alexa.,1
Love it--- have one inside house and one by our pool now . Just as good as Bose speakers around house -,1
awesome device,1
I haven't figured out how to make or receive calls.  Device tells me I need to register and I do not know what to do.,0
Easy installation and set up. Better sound from the Echo Dot Smart speaker. Very satisified with purchase.,1
"""Great item for knowledge, directions, music,laughter and more""",1
"""I will be returning this piece of garbage as soon as possible. With my lifetime Amazon spending approaching nearly $40,000, I?m sure I?m just a small customer to them, but I?ve rarely been so disappointed out of hundreds if not thousands of Amazon purchases.I have 8+ echos for home automation and bought this Echo Plus specifically for the built-in hub along with approximately $600+ in zigbee light switches. The voice control is subpar even when it works, and that is a rarity. Most often it does nothing. I could not be more disappointed with this product and strongly discourage you from investing in the Amazon/Zigbee ecosystem. If you value your money, and expect a working product then you need to look elsewhere""",0
"""For now, I love everything. So cool with my music and flash briefings, 5 star Echo""",1
I like having more Alexa devices in my house and the sales price on amazon prime day was too tempting.,1
"""An outstanding piece of Technology, I use it everyday for information, scheduling and general information.  Awesome Amazon, keep improving with AI.""",1
"""It seems a little less intuitive then the regular Echo Plus. It's also a little harder for it to pick up what you're saying.  When combined with the other four we have in the household, having to speak loud enough for it to hear was cross activating other ones, so we had to rename this one.  Overall it works well, but does not seem as adept at doing things as the original Echo Plus.""",1
Versatile and fun !!!,1
plays great,1
Speaker never really worked,0
I love it,1
"""Really disappointed Alexa has to be plug-in to wall socket all the time.  My fault for not checking this, but made the assumption that a company has technologically advanced as Amazon would sell this product with a rechargeable battery.  If I could return it, I would as my Apple music and boom speaker give me more flexibility the Alexa.""",0
The alexa is awesome but when i rcieved the light buld i did not know that u need another adapter to have the light buld to work. I was not aware of that.  Disappointed,0
Works as advertised. Very easy to setup. Still learning what this can do.,1
I am satisfied,1
"""Handy if you don't expect much out of it much """"dumber"""" than the assistant in my phone.""",1
Great product - understands my accent!,1
I like the interaction of asking questions. I don?t like that I can?t ask her to setup schedule of off and on of connected lamp.,0
Love It,1
its okay but keeps dropping wifi!,0
"""I have no complaints. As far as I know, these are exactly like new, just a little cheaper. Great!""",1
I'm addicted to this thing.,1
I like it,1
Seems to have trouble hearing me when I say the wake word despite being trained to my voice... Wonder if this has something to do with buying it refurbished. Our google home mini has no problems hearing us ? and is much louder.,0
"""Fantastic product, I use it as a smart home hub and to play music through speakers mainly, the customizable routines are so nice and very easy to program""",1
Worth every cent.,1
Very annoyed at amazon,0
Amazing product. Still learnimg all the things it can do,1
Love it!,1
"""This worked well for about 6 months but then stopped connecting to the internet (wifi) and none of the trouble shooting efforts worked.  Amazon customer service couldn't help further and told me warranty was only 3 months, which was very disappointing, so they weren't willing to replace.""",0
"""For the price, the product is nice quality and has a few nice features. So definitely no complaints there. The reason why I only gave it 3 stars is because the echo dot is not what I thought it was going to be so that may just be buyer error. First, I didn?t know that the product has to be plugged in at all times to work. So I really don?t like that it?s not a stand alone device. Also, the speaker is not very loud so if you are buying it as a Bluetooth speaker, don?t. Lastly, I?m sure the echo dot can do a lot but I haven?t quite figured out how to use it fully but it just kind of seems like an unnecessary device to own, plus setting it up was awful. I would definitely save the money and buy the nicer one that is actually ?Alexa?.""",0
"""I'm loving my easy access to all the music and books I listen to from Amazon music and audible.  The treble, mid and bass sound well-equalized.  I love that I can easily take it to any area of my house and plug it in.  It's nice and light weight, with a good length of cord.""",1
Simple install and love the voice activation,1
Just what I expected....,1
A++,1
Love how I can take it on vacation and use it. Very easy to set up.,1
How easy if was to set up.,1
"""My  wife & I enjoy the ease of playing our music. The games are fun & entertaining, I look forward to adding more smart products to my home.""",1
"""Alarm, calendar, reminders""",1
Was a little hard to get it to pare up with the others but once it did no problems at all,1
Very cool,1
Alexa seems to get dumber and less useful all the time,0
I like the compact structure of the Dot. The sound is a little too low.,1
Love it. It's like having a second wife.,1
"""I love these, I have 2 dots and one echo. For a medium size rooms these are loud enough without external speakers although I do use external for the dots.""",1
I used it to control my smart home devices. Works great.,1
I love it,1
Love it,1
Overall I like this. Though Siri on my phone can do more for what I need as I don?t have a ?smart home? and don?t intend to make it one. But it?s fun and I use it for music and to have it read me my audible books.,1
Love this product!!,1
This thing is great if you have internet and amazon prime.,1
I love it! I use it for everything. It?s a part of my daily routine,1
Easy to use and setup.,1
This is just like new -- same performance as our brand new one; no problems.,1
Works great! Perfect for my office!,1
Review,1
"""I like the Echo, but not sure about the Dot.  I use it a lot for music and Audio books.The sound quality of this smaller Echo is nowhere near the quality of the full sized model.  I haven't decided if I'll keep it or not!""",0
Love all the cool thing I can do!,1
Item no longer works after just 5 months of use. Will not connect to wifi and unresponsive to reset requests.,0
Great little thing. Works better than siri.,1
"""Works great! Exactly as described. Only complaint I have is sometimes Alexa gets confused with smart home product names and i had to go back and change some stuff around, but i chalk that up to my inexperience with smart home stuff.""",1
It does what it's suppose to do great product.,1
Garbage...Even trying to watch Amazon Prime Video this piece of garbage looses internet connection half way thru a show. The cheapest Roku works 100 time better. DO not waste your time or money on this piece of garbage.,0
"""4.5 out of 5 Stars. I generally like this product. Its great at doing what you ask of it like playing music, setting timers, and making calls. Reason why I didn't rate it 5 out of 5 is that sometimes the connection dies and my Echo stops playing music and shows a red ring. Seems to be a connection issue. Overall, great product.""",1
Works good for the most part. You ask it some questions and she says she doesn?t know. I thought she was supposed to know everything,1
You could not tell this was refurbished. Works Excellent. I would highly recommended instead of purchasing new.,1
Love Alexa. Love the Echo Dot but we have trouble with the speakers when using the intercom.,1
It was perfect.  Works like a charm.,1
Easy to use and fast setup,1
Perfect,1
Easy to set-up!  I am enjoying the added video choices for my television.,1
Like it a lot,1
Works well I have several of these recommend to anyone,1
"""Once connected it brought so many options to view. We connected with quite a few of the channels.Must have,""",1
"""very handy in the kitchen, sets timer and gives me extra help on setting oven temps.""",1
"""We love Alexa! We use her to play music, play radio through iTunes, play podcasts through Anypod, and set reminders. We listen to our flash briefing of news and weather every morning. We rely on our custom lists. We like being able to voice control the volume. We're sure we'll continue to find new uses.Sometimes it's a bit frustrating when Alexa doesn't understand what we're saying.""",1
Not happy with the Spot.  Reset numerous times.  Seems to be in slow mode.  Have to be practically on top of it for it to hear me.  Even after talking with support I still do not have ?themes? in the menu to choose from!,0
love it as I do all of my echos,1
ok,1
"""It works great, but the reason I'm leaving 3 stars is because it wont play unless it plugged in the whole time. Pretty irritating especially when there is no outlet available.""",0
Works better than anticipated. This thing is awesome.,1
The entire family loves Alexa Echo. She?s now a part of this family.,1
works better than I thought,1
Works great!,1
Works really well,1
Initially harder to set up called tech wasn?t that knowledgeable now working great.,1
"""Great device, my grandkids had a ball setting it up for me!""",1
Amazing device,1
Love it but having a hard time setting up all the apps,1
Poor quality,0
"""I love it, I can plan any gender of music from big band to jazz, not easy to find on local radio. Sound is good and I can stop it with a voice command if I get a phone call.""",1
"""Is as expected and more, responds very fast to given commands and was very easy to connect via the Amazon App. I also bought the PhilipsHue Light Bulb and all I had to do was put it in my lamp and tell Alexa to find my device and it connected and the lamp now turns on and off with voice commands.""",1
"""I love my new Echo Dot! Right now, I mainly use it to play music at night, but it gets the job done.""",1
Bought the 2nd firestick for bedroom. Easily installed and set up. Works great,1
Like having the music where ever I am.,1
Family loved it!,1
like google better,0
"""It's better than the 1st gen in every way except for one.  I really miss the ring at the top for volume control.  It was quicker and easier to just grab the top and twist without having to look at the buttons and find the &#34;-&#34; one and press it a few times.  I also wish the bass was a bit better.  All in all, it's a great device and I'm happy with it.""",1
Love the light bulb feature,1
I LOVE ALEXA!! SHE ROCKS!!!,1
"""The Echo Show is ok, however the constant suggestions about what to ask Alexa are sooooo annoying and there is no way to eliminate it. Also, I thought I could have the weather for an area displayed continuously,  but I have to talk to Alexa, which I don't want to do in the middle of the night. Had I payed full price it would have been returned. There are other features that are nice, but I may never use them.""",0
Perfect for streaming our shows. Ditched cable and we are in love!,1
Easy to set up.,1
It is just not as loud as I thought it was going to be.,1
It is very convenient but wish i could request more music.,1
Works great.,1
"""We went to a Best Buy with the intention of buying Alexa products, instead were talked into the Google Home products. Bought the Google Home and the Home Mini... has trouble from the start setting them up, and they couldn?t understand my husband (Scottish accent). After days of the ?oops, something went wrong? command.. we returned them and bought the Amazon Echo Show and the Echo Plus... so easy to set up! It connected immediately to my amazon account and was way easier to navigate. They both understand commands from my husband on the first try and have yet to give an error message. We have loved these two products and should have gone with what we intended in the first place! You won?t regret your purchase!""",1
Ease of set up. I?ll have fun sitting up other features as well as making my house a smart home.,1
Fun taking to the TV. Works good. It?s a little confusing moving around the programs.,1
Love my echo dot easy to use and set up,1
Works fine!!,1
"""Easy set up, nice looking interface and I like the new slightly larger remote. I have a 1st Gen with the little remote and misplace it all the time. And great price!""",1
Not that much different than the one we had.  Alexa is still stubborn. LOL.  We ordered it on the Prime day to get the light bulbs with it i the deal but did not get the light bulbs.  When we called she said they were sold out.  Felt bad about that.  Now we have to buy light bulbs.,1
"""Love it, very easy to set up.love that you can request just about anything on your mind and it works on giving you useful information.""",1
We were pleasantly surprised at the sound quality and the many features. How nice to easily hear a particular artist or hear our books just by a simple command. Looking forward to exploring other options with this device.,1
"""I am happy with the refurbished echo dot. I?ve had it for about two weeks, and so far it is working perfectly! Even though it did not come in its original box, it looks like new! I?m happy with this purchase!""",1
I love all of the things that it can do. I can play with it and learn from it.,1
I like the hands free operation vs the Tap. We use both for controlling smart plugs.,1
availability of movies and nothing I don't like,1
Exceeded my expectations by far,1
So  convenient ! I will never touch the remote again to shut off my tv!!,1
Second one for my house. This is great...I am not tech oriented and all I have to do is hold down a button and talk. Now I am watching tv too much! LOL!,1
It get on sale after 2 days so ... CHECK EVENTS BEFORE U BUY THESE AMAZON PRODUCTS!,1
"""Love my Alexa! Actually have 3 throughout the house. Favorite function is lists. Great for time management and if course, music.""",1
Best purchase this year.,1
Fast shipping and works well,1
Great product,1
I like it and it?s helful but it can only do certain thongs that is supported by amazon.,1
"""I have had pure fun with my echo.  Weather, jokes, news briefing, and music but still so much more to use it for.  A lot of fun for the money.""",1
Works great... bought it for my shop so that it is like an intercom to the house.,1
Love it.. makes the simple things in life simpler,1
I love it,1
Very handy,1
Sounds great!! Love them!,1
Nope. Still a lot to be improved. For most of the things we ask.. It says.. Hmmmm.. I dont know that.,0
So happy,1
Not good at all!,0
this is so much fun to play with - I just ask to set an alarm to wake in the morning and when it goes off I tell Alexa to turn it of - Alexa learns from the questions I ask. SHe will play music that you ask her to play if its the amazon music domain. If I wake up in the middle of the night I do not have to turn on a light I just ask alexa what time is it. When I want the current weather she tells me. Ask her what going on in the city she knows. Call a friend she will dial ( I haven't used that one yet but she said she could if its in y contacts.,1
"""I like being able to tell Alexia the music I want to hear, but sometimes she has trouble finding the song if I am not very specific about the title.""",1
Setting up,1
"""Awesome product, very responsive!Alexa just needs more content and variety when it comes to music. It uses the Bing search engine instead of google. If only the two could combine. It would be a perfect product.""",1
I do like the product we bought it on Prime day but this week it was $30 cheaper then Prime day. Still a really cool device. I wish I would have waited.,0
I love the firestick ! It's easy to set up and use. It rarely stops to buffer and. It  would be a bargain at twice the price.,1
Excellent. Bought another one yesterday!,1
Satisfied with the purchase,1
Great product and works great,1
Fast to load. But keeps rebooting  in middle of shows,0
Firestick easy to use and I enjoyed it.,1
I love it! I use it for everything. It?s a part of my daily routine,1
"""I do love these things, i have them running my entire home, TV, all my lights, my thermostat, my front door dead bolt, the cameras... and i love listening to npr. these things are well worth the value and they really shine once you stat adding smart devices and you can control your entire home like its right out of star trek.... I named mine computer to get the feel... but its amazing what you can do with these devices and smart systems.""",1
Works like a charm. Fast delivery and no problems.,1
Small speaker tin sound. Great with good Bluetooth speaker.,1
"""I love my new echo.  It gives me hours of music and help with other things.It was difficult for me to set it up,  I had to have help from a Tekkie""",1
Perfect!  Fast shipment and packaging.  Worked as intended.,1
I like the list ability and the music I can play.  I do not like that I can not create a playlist without using the app and even then Alexa will not play my songs I have to do it through my tablet or phone.  I also do not like that Alex can not print again it has to be done through the app.,0
The Fire Stick has been amazing! Easy  setup and easy to use! An awesome deal on Prime Day!,1
Very convenient,1
Love Alexa!!  I own 2 and gave one for a gift which was a huge hit!,1
"""Does what I expected, and more.""",1
Love this!,1
She's [Alexa] a bit dense and still learning the way I phrase things with my NY/NJ regional accent.,1
The speaker sounds really good,1
Love Alexa!!  I own 2 and gave one for a gift which was a huge hit!,1
Can't turn of &#34;things to try&#34; on the screen scroll. This  is a big promotion device for Amazon.  Packing it up and sending it back.  They really want to get in our heads.  Enough already.,0
The Firestick we were sent doesn?t work. At all.  Voice remote won?t even turn on. We did all the troubleshooting steps. Didn?t work. Contacted Amazon. They sent us a new one - with no remote/no way to control it! We gave up and got a Roku (which works great!),0
Easy set up very user friendly,1
Purchased to use on the road in my semi. Does not work in that application.,0
Nope. Still a lot to be improved. For most of the things we ask.. It says.. Hmmmm.. I dont know that.,0
The entire family loves Alexa Echo. She?s now a part of this family.,1
I love it ita like having a personal assistant and computer and everything else in one.,1
I like that it respond most of my comands. Great product.,1
Just as good as the new one I bought but $10.00 less.,1
I loved it does exactly what it says,1
Perfect condition!,1
I use the echo dot several different ways in my home. I use it downstairs to control lighting. I also take it out on my deck to stream music to a Bluetooth speaker. It works great for what I need.,1
"""Love, Love, Love!!""",1
Super easy set up! Great features! FUN!,1
"""I haven't had it very long, but so far our whole family is enjoying asking Alexa questions!""",1
This  is my second Echo to purchase -- the price was so cheap -- I'm seriously thinking of buying 2 more -- I use &#34;Alexa&#34; for everything -- it's the next best thing to the internet  :-*,1
"""Got this for my 2nd Echo in the house, I already have the regular Echo.  The Echo Dot was easy to set up but the sound is not enjoyable, wishing I would have just gone with another regular Echo solely based on sound.""",0
beyond awesome,1
"""Works great, upgraded from echo dot to full size echo, couldn?t be happier!""",1
Listen music and set timer,1
I use it in my office and another at my apartment for music and information,1
"""I love this thing! It plays my books from audible or prime music and sets my alarms! If you?re considering purchasing one, get it. It?s worth it.""",1
"""Excellent to listen to my music, my audio books, and look all my cameras in and around my house.""",1
"""Already had a firestick in our livingroom, great entertainment, had to get one for the bedroom.""",1
Have these in almost every room. I really have enjoyed them. Works perfectly.,1
Fun to play with,1
Good shape,1
I love it!!,1
